service,service_target_file_path,service_target_name,target_commandline,client_id,Customer,Product,platform_family,TimeStamp
,"""C:\Program Files\McAfee\wps\1.23.177.1\dad\3.29.12\mc-dad.exe""",McAfee Scheduled Task - (McAfee-Dynamicappdownloader),,['613672255105DAA248D4E23199ADAF86C769CECB'],['viettel'],['cym'],[],1780101201.919
,"""C:\Program Files\McAfee\wps\1.23.177.1\sustainability\mc-sustainability.exe""",McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)),,['613672255105DAA248D4E23199ADAF86C769CECB'],['viettel'],['cym'],[],1780111239.903
,"""C:\Program Files\McAfee\wps\1.35.148.1\dad\mc-dad.exe""",McAfee Scheduled Task - (McAfee-Dynamicappdownloader),,['387D88125B0D54E4FAD9DCAA8FB1E334CD9CBFBA'],['viettel'],['cym'],[],1780120031.041
,"""C:\Program Files\McAfee\wps\1.35.148.1\sustainability\mc-sustainability.exe""",McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)),,['387D88125B0D54E4FAD9DCAA8FB1E334CD9CBFBA'],['viettel'],['cym'],[],1780106608.397
,"""C:\Program Files\McAfee\wps\1.38.166.1\dad\mc-dad.exe""",McAfee Scheduled Task - (McAfee-Dynamicappdownloader),,"['06C750843E540CBC44B1499CD2EB200B2C5AD8FB', '0959F70CA594A687C1F3E82409E5AF4FE3FD5580', '45DBCDC87F18F39A8CD601785C8FF5F743BA0E29', '5978320FA27738B24C5D9A04133E0A2354189D60', 'F51579A441443B5920783A94A77A977E649A6D45']","['VTV', 'viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780101332.548
,"""C:\Program Files\McAfee\wps\1.38.166.1\sustainability\mc-sustainability.exe""",McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)),,"['06C750843E540CBC44B1499CD2EB200B2C5AD8FB', '0959F70CA594A687C1F3E82409E5AF4FE3FD5580', '45DBCDC87F18F39A8CD601785C8FF5F743BA0E29', '4FA85B05148E46E7D80B55D23CA46720603AABE1', '5978320FA27738B24C5D9A04133E0A2354189D60', 'F51579A441443B5920783A94A77A977E649A6D45']","['VTV', 'viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780101567.197
,"""C:\Program Files\McAfee\wps\1.39.160.1\dad\mc-dad.exe""",McAfee Scheduled Task - (McAfee-Dynamicappdownloader),,"['AA8CDFF6B7B8B08F87DD69353AD9CEDB06670B49', 'F022638C84274A758785C5F69366485FE51D0F7B']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780107367.0
,"""C:\Program Files\Microsoft GameInput\x64\GameInputRedistService.exe""",GameInput Redist Service,,['D9F229146EC0160A5DC56B4D5E98EE762D290310'],['viettel'],['cym'],[],1780116226.107
,"""C:\Program Files\Microsoft\MDOP MBAM\MBAMAgent.exe""",BitLocker Management Client Service,,"['10779DE6540CD9E8E779752155139819724659C5', 'D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0', 'F3F342D7D626FE66C772B16B5AE16493B84954AE']",['vpb'],['EDR'],[],1780109920.0
,"""C:\Program Files\PDF24\pdf24.exe"" -service",PDF24,,['D728E006621130C4D0DE38F43EB4CB18710116C9'],['viettel'],['cym'],[],1780113163.076
,"""C:\Program Files\RealVNC\VNC Server\vncserver.exe"" -service",RealVNC Server,,['050680A9113E02176A9BB7828FE1840F1BE46BE1'],['mbs'],['EDR'],[],1780111129.0
,"""C:\Program Files\RealVNC\VNC Server\vncserver.exe"" -service",VNC Server,,"['21FAFD0D7B6762E5509FAC83C269EF69CA0F5B2F', 'BFD2978B933E354BB88CF8BAE510422FC4CBC9CF']","['SeaBank', 'gpbank']",['EDR'],['Standalone Workstation'],1780106062.0
,"""C:\Program Files\ReasonLabs\EPP\Reason.Snow.exe"" svc 200085fc terminate rsEngineSvc",Reason Snow Service,,['9D708917B2398FD9F34321BAA97917AB6401005B'],['vinhlong'],['EDR'],['Standalone Workstation'],1780100300.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.10158.8000.105\Bin64\ccSvcHst.exe"" /s ""Symantec Endpoint Protection"" /m ""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.10158.8000.105\Bin64\sms.dll"" /prefetch:1",Symantec Endpoint Protection,,['D66132B145DFB6A5FA8915192275BFD53E567F5E'],['vpb'],['EDR'],[],1780117211.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.10158.8000.105\Bin64\sepWscSvc64.exe""",Symantec Endpoint Protection WSC Service,,['D66132B145DFB6A5FA8915192275BFD53E567F5E'],['vpb'],['EDR'],[],1780117211.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.10158.8000.105\Bin64\snac64.exe""",Symantec Network Access Control,,['D66132B145DFB6A5FA8915192275BFD53E567F5E'],['vpb'],['EDR'],[],1780117211.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.10158.8000.105\bin64\ccSvcHst.exe"" /c /s ""SepScanService"" /prefetch:2",Symantec Endpoint Protection Scan Service,,['D66132B145DFB6A5FA8915192275BFD53E567F5E'],['vpb'],['EDR'],[],1780117211.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.12154.10000.105\Bin64\ccSvcHst.exe"" /s ""Symantec Endpoint Protection"" /m ""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.12154.10000.105\Bin64\sms.dll"" /prefetch:1",Symantec Endpoint Protection,,"['10779DE6540CD9E8E779752155139819724659C5', 'D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0']",['vpb'],['EDR'],[],1780110048.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.12154.10000.105\Bin64\sepWscSvc64.exe""",Symantec Endpoint Protection WSC Service,,"['10779DE6540CD9E8E779752155139819724659C5', 'D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0']",['vpb'],['EDR'],[],1780110048.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.12154.10000.105\Bin64\snac64.exe""",Symantec Network Access Control,,"['10779DE6540CD9E8E779752155139819724659C5', 'D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0']",['vpb'],['EDR'],[],1780110048.0
,"""C:\Program Files\Symantec\Symantec Endpoint Protection\14.3.12154.10000.105\bin64\ccSvcHst.exe"" /c /s ""SepScanService"" /prefetch:2",Symantec Endpoint Protection Scan Service,,"['10779DE6540CD9E8E779752155139819724659C5', 'D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0']",['vpb'],['EDR'],[],1780110048.0
,"""C:\Program Files\Symantec\WSS Agent\wssad.exe""",Symantec WSS Agent,,['D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0'],['vpb'],['EDR'],[],1780109920.0
,"""C:\Program Files\TeamViewer\TeamViewer_Service.exe""",TeamViewer,,"['AEC4D384A5A044DB0EBF46359D964C62BF0E13FC', 'F0FFEC739848146342C5FFE603CC11C87E67B5C6']",['VTV'],"['EDR', 'cym']",['Standalone Workstation'],1780103615.0
,"""C:\Program Files\WindowsApps\AppUp.IntelArcSoftware_26.14.2306.0_x64__8j3eq9eme6ctt\VFS\ProgramFilesX64\Intel\Intel Graphics Software\IntelGraphicsSoftware.Service.exe""",Intel® Graphics Software,,"['75E6735362C08126277395379A6C3D538EBFEE55', '97FD660BF2E7F8F5A7DB949247718ADDAEC1473E', 'F7727697C47BA42C3557BA2AD285C0D4B3E3EDC5', 'FC48C2D3F0E49EF278FF4CF42D2E9D8BAC63F38B']",['vpb'],['EDR'],[],1780106923.0
,"""C:\Program Files\WindowsApps\Claude_1.9255.0.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe""",Claude,,['B70ABE1C8C0693D0F1B29D9002F11404352B4ADF'],['SeaBank'],['EDR'],[],1780109509.0
,"""C:\Program Files\WindowsApps\Claude_1.9255.2.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe""",Claude,,"['9CF72360C4C76A7E7BFB09669570D46783377220', 'BF65B779F9526D9DB745EA0C054D7606C26D6635']",['viettel'],['cym'],[],1780114208.671
,"""C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.21.5.0_x64__8wekyb3d8bbwe\PCManager\MSPCManagerService.exe""",Microsoft PC Manager Service,,['1DD8994CD5B63764927197F916CACADB0015E6AC'],['VTV'],['EDR'],['Standalone Workstation'],1780110794.0
,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26040.7-0\MpDefenderCoreService.exe""",Microsoft Defender Core Service,,"['0DF440B3D4BAF28B3F38109F540C9037BCFC7D7E', '2395066862CCECA2E89AE60A220B83DC2BFA1F69', '4CF94B656587DD990C0DBD53A5C061C998FA10D6', '56F693BABB11C54165BF940D951E1D5287F964CE', '6DAC12C1C8DD7A8A45B825C41B1D6D9567092AE7', '71B4F5CE1D170C06674990B2B00F607B88DF5ABE', 'D66132B145DFB6A5FA8915192275BFD53E567F5E', 'F3F342D7D626FE66C772B16B5AE16493B84954AE']","['PVI', 'vinhlong', 'vpb']","['EDR', 'cym']",['Standalone Workstation'],1780100484.923
,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26040.7-0\MpDefenderCoreService.exe""",,,['C108F5102800066A1C7AADE4DD5C15307A8DADBC'],['PVI'],['cym'],[],1780100441.847
,"""C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_38cfab2b652e4701\igfxCUIService.exe""",igfxCUIService2.0.0.0,,['45DA0BE73819B96F269664416194A10E58F1C5CB'],['vpb'],['EDR'],[],1780108492.0
,"""C:\Windows\CxSvc\CxAudioSvc.exe""",CxAudioSvc,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106447.35
,"""C:\Windows\CxSvc\CxUtilSvc.exe""",CxUtilSvc,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106446.007
,%SystemRoot%\RtkBtManServ.exe,Realtek Bluetooth Device Manager Service,,['4EDECF7AFD2579A698BF49CDDD4FC0B5882AE9E0'],['viettel'],['cym'],[],1780105030.864
,%SystemRoot%\System32\DriverStore\FileRepository\cui_dch.inf_amd64_38cfab2b652e4701\igfxCUIService.exe,Intel(R) HD Graphics Control Panel Service,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106688.469
,%SystemRoot%\System32\DriverStore\FileRepository\cui_dch.inf_amd64_c36cd6406677db45\igfxCUIService.exe,Intel(R) HD Graphics Control Panel Service,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120767.199
,%SystemRoot%\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_c18e9c8eed547b01\OneApp.IGCC.WinService.exe,Intel(R) Graphics Command Center Service,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120766.989
,%SystemRoot%\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_c2ac023763d5d3ad\OneApp.IGCC.WinService.exe,Intel(R) Graphics Command Center Service,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106687.55
,%SystemRoot%\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHDCPSvc.exe,Intel(R) Content Protection HDCP Service,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106685.572
,%SystemRoot%\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHeciSvc.exe,Intel(R) Content Protection HECI Service,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106688.458
,%SystemRoot%\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fe9e4d6552ab1bbe\IntelCpHDCPSvc.exe,Intel(R) Content Protection HDCP Service,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120758.118
,%SystemRoot%\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fe9e4d6552ab1bbe\IntelCpHeciSvc.exe,Intel(R) Content Protection HECI Service,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120757.863
,%SystemRoot%\System32\DriverStore\FileRepository\lms.inf_amd64_a55aa2cd52a3429d\LMS.exe,Intel(R) Management and Security Application Local Management Service,,['4641B9F276FB45B8285CC19F7B297A089DCEF571'],['viettel'],['cym'],[],1780119384.96
,%SystemRoot%\System32\svchost.exe -k HPZ12,Net Driver HPZ12,,"['7987813C531E7D788A70043F2C6C372B3A1B35FD', 'C68DBC48EE4FDC8CD5B56FACF4AC4A376F030E23']","['SeaBank', 'vpb']",['EDR'],[],1780112189.0
,%SystemRoot%\System32\svchost.exe -k HPZ12,Pml Driver HPZ12,,"['7987813C531E7D788A70043F2C6C372B3A1B35FD', 'C68DBC48EE4FDC8CD5B56FACF4AC4A376F030E23']","['SeaBank', 'vpb']",['EDR'],[],1780112189.0
,%SystemRoot%\TbtP2pShortcutService.exe,Thunderbolt(TM) Peer to Peer Shortcut,,['D6CB419F6D0C2D78455B2D5A7AB94B62B084C2F0'],['vpb'],"['EDR', 'cym']",[],1780085035.498
,%USERPROFILE%\AppData\Local\Temp\tmpAE1A.tmp,WinRing0_1_2_0,,['A311267AE38723D091F63DB87831A4917AF2A35D'],['vinhlong'],['EDR'],['Standalone Workstation'],1780119311.0
,.,Energy Server Service queencreek,,['A1F604768FDE3EF844EDDE9353DB335ABCECEAB8'],['viettel'],['cym'],[],1780116997.126
,C:\Program Files (x86)\IObit\IObit Uninstaller\IUService.exe,IObit Uninstaller Service,,['52515907FBEA4C018E5ED27272F6BDF373D610EF'],['viettel'],['cym'],[],1780116341.574
,C:\Program Files (x86)\Label Printer Driver V 1.0\HiLabel_2inch\SPPrinterService.exe,GLPrinter Service,,['66C78C6BBA3E3FBC41668922DE355BCC9C52D1EF'],['viettel'],['cym'],[],1780104834.317
,C:\Program Files (x86)\MSI\MSI Center\Lib\SCEWIN\5.05.01.0002\amigendrv64.sys,GENERICDRV,,['0839BF8466D886E196A1D01F466CF9B37059C6E4'],['viettel'],['cym'],[],1780099397.368
,C:\Program Files\AMD\CIM\Bin64\atdcm64a.sys,AtiDCM,,['8D5743F5259FA41B70AB8C622CA7871E802AF46B'],['vinhlong'],['EDR'],['Standalone Workstation'],1780113567.0
,C:\Program Files\BlueStacks_nxt\BstkDrv_nxt.sys,BlueStacks Hypervisor_nxt,,['65C4AD6D7F2AC8E887354D51FD38026D09C0C055'],['vinhlong'],['EDR'],['Standalone Workstation'],1780105448.0
,C:\Program Files\Google\Play Games Services\26.5.505.0\Service\GooglePlayGamesServices.exe,Google Play Games Services (26.5.505.0),,"['5E2EE1621E8543E95412BCBCFA938EB18A49E6A1', 'CCBD9AE569EA5459A0AC4C33C2F174FD48374B3C', 'D95E9B1428AB3B74EB21CC514268575C3477A0B5']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780107449.0
,C:\Program Files\KMSpico\WinDivert.sys,WinDivert1.1,,['4B8B80E5E7BEBC1C6C4E8A5DA11C3CF488CC67B5'],['vinhlong'],['EDR'],['Standalone Workstation'],1780108864.0
,C:\Program Files\NVIDIA Corporation\NvStreamSrv\NvStreamKms.sys,NvStreamKms,,['37C6C711599008D47E28E77CCF1572C1CC9AC7F8'],['viettel'],['cym'],[],1780107815.177
,C:\Program Files\TeraCopy\TeraCopyService.exe,TeraCopy Service,,['B810F0AB1A50942E80F1FA33C848D75724287C17'],['viettel'],['cym'],[],1780112301.043
,C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe,Claude,,"['315A2D99442C231D6595713EF56C679748E41A7C', '803AF8BF0CB2895978F1BE94EF0780246380FFF0']",['viettel'],['cym'],[],1780109226.064
,C:\Program Files\ldplayer9box\Ld9BoxSup.sys,Ld9BoxSup,,['65C4AD6D7F2AC8E887354D51FD38026D09C0C055'],['vinhlong'],['EDR'],['Standalone Workstation'],1780106526.0
,C:\ProgramData\Kaspersky Lab\AVP21.25\Bases\klids.sys,klids.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '4A839CC8082A716D542F13D2B9DFD7E93EE6A5A2', '5364426DC9173CB7A604AD541817DA78941EF6E4', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F']",['vinhlong'],['EDR'],['Standalone Workstation'],1780101149.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{0F6118B7-1AE7-4AEC-B854-F3174484C91C}\MpKslDrv.sys,MpKslad85655c,,['DF4FD94794C19AA710FA6F2E84DD30D448769F5E'],['vinhlong'],['EDR'],['Standalone Workstation'],1780108651.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{2EF8EE16-9E5B-4AE0-8E83-79326168D627}\MpKslDrv.sys,MpKsl45447dce,,['8731880F3803DA56B453CF17E0863CE1BC98BEE8'],['vinhlong'],['EDR'],['Standalone Workstation'],1780117561.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{3194942A-624A-48DB-86E7-118051FC9AC8}\MpKslDrv.sys,MpKsl0c098f20,,['C743D45ECB337438FE9B0AA44B2AB457600AE181'],['vinhlong'],['EDR'],['Standalone Workstation'],1780105718.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{3194942A-624A-48DB-86E7-118051FC9AC8}\MpKslDrv.sys,MpKsl535d2c1f,,['C743D45ECB337438FE9B0AA44B2AB457600AE181'],['vinhlong'],['EDR'],['Standalone Workstation'],1780104956.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{4B3B8AE3-8787-4762-8E50-7CB91B37DE11}\MpKslDrv.sys,MpKslfa9107ab,,['87A9365121D904ECB25F6A0CFCF543F1414A1355'],['vinhlong'],['EDR'],['Standalone Workstation'],1780102728.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{55C4919C-8897-4D33-84CC-23EAC92DCB41}\MpKslDrv.sys,MpKslf07fb6a7,,['5A921EBA228F34929A843DC4BD5C0125EFA42B92'],['vinhlong'],['EDR'],['Standalone Workstation'],1780105138.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{9C8EC027-C0D3-4116-960D-F88E9B21D79C}\MpKslDrv.sys,MpKslc3b2cc98,,['01EA83D7D28678943D7CA9BE27189909FE82C51D'],['vinhlong'],['EDR'],['Standalone Workstation'],1780112373.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{B91D9601-BEC0-474E-A1FF-A29E6C46FF56}\MpKslDrv.sys,MpKsl705179d8,,['93EF6E79FC9512ECA301430FEB3E93A95CB1C73D'],['vinhlong'],['EDR'],['Standalone Workstation'],1780102522.0
,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{EEF7B410-73CB-4F62-B0F5-C389BE733EBD}\MpKslDrv.sys,MpKsle217c97a,,['E96EB108EAE7664FB5E4090750474AC56B291D08'],['vinhlong'],['EDR'],['Standalone Workstation'],1780106536.0
,C:\WINDOWS\system32\drivers\IOMap64.sys,IOMap,,"['D4EFB093532A1EAC78D7A5BC4639EE563907FA9C', 'F95D6FCB3AF71ACBB4774865D1C0B83DCCD38CA9']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780103757.087
,C:\Windows\System32\drivers\IntelTACD.sys,IntelTACD,,"['250F44B9DB08B3CD2950104F249B6659E766898D', '35575D8EA0692721183D61A64FBC845F0B5EA6E0', '36AD1BEA92A3C8B9197A3EB1FDBA11E7CB405E83', '50A888975535E0B5E6007613D185F351BB086682', '632B556AA87BD80152FBB448950A183B3CED9E68', '987AA6751B5A38E2524A3CE7C76B557D1E86A459', 'B927627A37674F37296A81EF12E107D45F25A4C6', 'C9A9D85F86B4052EE073B05A33113683DC494C53', 'F26CB8C6F4F8EA6020DD9F8F28A615A852F77067']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780102368.0
,C:\Windows\VeeamVssSupport\VeeamGuestHelper.exe,,,"['1AFEC79BC2762364BFA649CE5BFC6D2CAD623B8E', '65D1F8C2DAB31B06B2D7E7E078B25F46637755E9']",['ptsc'],['cym'],[],1780099251.232
,C:\Windows\system32\drivers\IOMap64.sys,IOMap,,"['5A921EBA228F34929A843DC4BD5C0125EFA42B92', 'BC9C02B1B494DA1623A9A444266EDD87A8D0D3CE']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780103292.496
,VInTsm.sys,VInTsm,,['D06FC6B5372E6D4BCE4AB171F78C80FF641002F8'],['viettel'],['cym'],[],1780110461.871
,\SystemRoot\System32\DriverStore\FileRepository\asussci2.inf_amd64_3eb06da3aad59dcc\ASUSSystemAnalysis\AsusSAIO.sys,AsusSAIO,,"['A0FB45E5B05D9A5F4A1CD6BFA91242B483F7358F', 'C301EA4C2BF3802891E7771A6FDB8A4901FF15E5']","['viettel', 'vinhlong']","['EDR', 'cym']",['Standalone Workstation'],1780100279.0
,\SystemRoot\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\igdkmd64.sys,igfx,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106700.386
,\SystemRoot\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fe9e4d6552ab1bbe\igdkmd64.sys,igfx,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120758.001
,\SystemRoot\System32\DriverStore\FileRepository\intcdaud.inf_amd64_14fc346f005b7296\IntcDAud.sys,Intel(R) Display Audio,,['81D4CFB8706AB8B850D2AC1930D127CAE1C07F39'],['viettel'],['cym'],[],1780120768.584
,\SystemRoot\System32\DriverStore\FileRepository\intcdaud.inf_amd64_718877413f6508de\IntcDAud.sys,Intel(R) Display Audio,,['FDFE4FE7BA2A421F34E46A6F8BD14614F7238592'],['viettel'],['cym'],[],1780106700.208
,\SystemRoot\System32\DriverStore\FileRepository\wiman.inf_amd64_1d81bc4f31bf65c7\WiManHio\WiManHio.sys,WiMan Service,,['063AA68ED2EF6C76B66C90F66234989F4DF422C4'],['viettel'],['cym'],[],1780117364.719
,\SystemRoot\System32\drivers\AppleKIS.sys,Apple KIS Service,,['16D9535655984EDC53CC0C410B7B159109EDC7C5'],['viettel'],['cym'],[],1780118003.693
,\SystemRoot\System32\drivers\BthHfAud.sys,Microsoft Bluetooth Hands-Free Audio driver,,['7F5E34A9C69F63BB0130B57E803E90018E848237'],['vinhlong'],['EDR'],['Standalone Workstation'],1780103956.0
,\SystemRoot\System32\drivers\Trufos.sys,Trufos,,['8A21B323335D9D18AE112F103EBD936C67743B24'],['vinhlong'],['EDR'],['Standalone Workstation'],1780117210.0
,\SystemRoot\System32\drivers\bertreader.sys,BERT Reader Service,,['A1F604768FDE3EF844EDDE9353DB335ABCECEAB8'],['viettel'],['cym'],[],1780117125.958
,\SystemRoot\System32\drivers\rtwlanu.sys,Realtek Wireless LAN 802.11n USB 2.0 Network Adapter,,['9305D64D3D99F1685993564ED243B8F922B2E27C'],['viettel'],['cym'],[],1780110985.952
,\SystemRoot\System32\drivers\xusb22.sys,Xbox 360 Wireless Receiver Driver Service 22,,['4C9D7ED6B475FD9A7704C6605D6F85F9FC46992D'],['viettel'],['cym'],[],1780103638.721
,\SystemRoot\system32\DRIVERS\K4W-21-25\klbackupdisk.sys,Kaspersky Lab klbackupdisk.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\kldisk.sys,kldisk.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klflt.sys,Kaspersky Lab Kernel DLL.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klhk.sys,Kaspersky Lab service driver.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klkbdflt.sys,Kaspersky Lab KLKBDFLT.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klmouflt.sys,Kaspersky Lab KLMOUFLT.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klpnpflt.sys,Kaspersky Lab klpnpflt.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,\SystemRoot\system32\DRIVERS\K4W-21-25\klwtp.sys,klwtp.K4W-21-25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
